beneficiary_id,program,reporting_period,sessions_expected,sessions_attended,attendance_rate
BEN-009639,Plus,Q4 2025,11,8,72.7
BEN-009639,Plus,Q1 2026,9,5,55.6
BEN-009639,Plus,Q2 2026,14,5,35.7
BEN-009644,Plus,Q4 2025,14,13,92.9
BEN-009644,Plus,Q1 2026,9,7,77.8
BEN-009644,Plus,Q2 2026,10,6,60.0
BEN-009652,Plus,Q4 2025,12,11,91.7
BEN-009652,Plus,Q1 2026,13,11,84.6
BEN-009652,Plus,Q2 2026,11,8,72.7
BEN-009653,Plus,Q3 2026,8,4,50.0
BEN-009657,Plus,Q2 2026,6,4,66.7
BEN-009657,Plus,Q3 2026,14,6,42.9
BEN-009658,Plus,Q3 2026,8,3,37.5
BEN-009669,Plus,Q3 2025,6,5,83.3
BEN-009669,Plus,Q4 2025,7,6,85.7
BEN-009670,Plus,Q3 2025,7,6,85.7
BEN-009670,Plus,Q4 2025,6,2,33.3
BEN-009671,Plus,Q4 2025,8,6,75.0
BEN-009671,Plus,Q1 2026,13,10,76.9
BEN-009671,Plus,Q2 2026,10,7,70.0
BEN-009672,Plus,Q2 2026,12,7,58.3
BEN-009672,Plus,Q3 2026,12,4,33.3
BEN-009673,Plus,Q1 2025,14,12,85.7
BEN-009673,Plus,Q2 2025,10,10,100.0
BEN-009673,Plus,Q3 2025,6,6,100.0
BEN-009675,Plus,Q3 2026,14,6,42.9
BEN-009676,Plus,Q1 2026,14,10,71.4
BEN-009676,Plus,Q2 2026,14,12,85.7
BEN-009676,Plus,Q3 2026,10,4,40.0
BEN-009678,Plus,Q3 2025,13,10,76.9
BEN-009678,Plus,Q4 2025,6,5,83.3
BEN-009679,Plus,Q3 2025,6,5,83.3
BEN-009679,Plus,Q4 2025,6,5,83.3
BEN-009679,Plus,Q1 2026,10,9,90.0
BEN-009679,Plus,Q2 2026,12,9,75.0
BEN-009680,Plus,Q3 2026,11,4,36.4
BEN-009682,Plus,Q2 2025,9,8,88.9
BEN-009682,Plus,Q3 2025,10,9,90.0
BEN-009687,Plus,Q2 2026,8,5,62.5
BEN-009687,Plus,Q3 2026,8,4,50.0
BEN-009688,Plus,Q1 2026,14,9,64.3
BEN-009688,Plus,Q2 2026,10,7,70.0
BEN-009688,Plus,Q3 2026,11,3,27.3
BEN-009690,Plus,Q2 2025,11,10,90.9
BEN-009690,Plus,Q3 2025,14,10,71.4
BEN-009690,Plus,Q4 2025,9,7,77.8
BEN-009690,Plus,Q1 2026,9,8,88.9
BEN-009691,Plus,Q2 2026,6,5,83.3
BEN-009691,Plus,Q3 2026,11,4,36.4
BEN-009693,Plus,Q1 2026,7,4,57.1
BEN-009693,Plus,Q2 2026,9,6,66.7
BEN-009693,Plus,Q3 2026,7,3,42.9
BEN-009694,Plus,Q1 2026,12,9,75.0
BEN-009694,Plus,Q2 2026,14,12,85.7
BEN-009694,Plus,Q3 2026,8,2,25.0
BEN-009695,Plus,Q2 2026,8,5,62.5
BEN-009695,Plus,Q3 2026,6,2,33.3
BEN-009696,Plus,Q2 2026,14,10,71.4
BEN-009696,Plus,Q3 2026,7,6,85.7
BEN-009697,Plus,Q2 2026,8,5,62.5
BEN-009697,Plus,Q3 2026,14,5,35.7
BEN-009698,Plus,Q2 2025,8,7,87.5
BEN-009698,Plus,Q3 2025,8,6,75.0
BEN-009698,Plus,Q4 2025,6,5,83.3
BEN-009700,Plus,Q2 2026,6,6,100.0
BEN-009700,Plus,Q3 2026,7,3,42.9
BEN-009706,Plus,Q2 2026,11,8,72.7
BEN-009706,Plus,Q3 2026,6,2,33.3
BEN-009707,Plus,Q3 2025,12,9,75.0
BEN-009707,Plus,Q4 2025,10,7,70.0
BEN-009707,Plus,Q1 2026,12,11,91.7
BEN-009709,Plus,Q3 2026,6,2,33.3
BEN-009711,Plus,Q1 2026,12,11,91.7
BEN-009711,Plus,Q2 2026,6,4,66.7
BEN-009711,Plus,Q3 2026,7,4,57.1
BEN-009712,Plus,Q1 2025,6,5,83.3
BEN-009712,Plus,Q2 2025,14,9,64.3
BEN-009712,Plus,Q3 2025,10,3,30.0
BEN-009715,Plus,Q2 2025,13,11,84.6
BEN-009715,Plus,Q3 2025,13,13,100.0
BEN-009715,Plus,Q4 2025,11,11,100.0
BEN-009719,Plus,Q2 2026,12,11,91.7
BEN-009719,Plus,Q3 2026,9,5,55.6
BEN-009723,Plus,Q3 2025,13,9,69.2
BEN-009723,Plus,Q4 2025,12,5,41.7
BEN-009724,Plus,Q2 2026,8,5,62.5
BEN-009724,Plus,Q3 2026,14,5,35.7
BEN-009727,Plus,Q1 2026,8,5,62.5
BEN-009727,Plus,Q2 2026,10,10,100.0
BEN-009727,Plus,Q3 2026,13,7,53.8
BEN-009729,Plus,Q4 2025,6,5,83.3
BEN-009729,Plus,Q1 2026,10,7,70.0
BEN-009729,Plus,Q2 2026,14,11,78.6
BEN-009730,Plus,Q4 2025,9,8,88.9
BEN-009730,Plus,Q1 2026,13,11,84.6
BEN-009731,Plus,Q2 2025,14,13,92.9
BEN-009731,Plus,Q3 2025,8,6,75.0
BEN-009731,Plus,Q4 2025,10,8,80.0
BEN-009731,Plus,Q1 2026,9,5,55.6
BEN-009738,Plus,Q3 2026,14,8,57.1
BEN-009741,Plus,Q1 2025,11,9,81.8
BEN-009741,Plus,Q2 2025,11,8,72.7
BEN-009741,Plus,Q3 2025,10,8,80.0
BEN-009741,Plus,Q4 2025,9,9,100.0
BEN-009744,Plus,Q3 2025,13,7,53.8
BEN-009744,Plus,Q4 2025,14,7,50.0
BEN-009746,Plus,Q2 2025,7,7,100.0
BEN-009746,Plus,Q3 2025,13,12,92.3
BEN-009746,Plus,Q4 2025,11,9,81.8
BEN-009746,Plus,Q1 2026,6,5,83.3
BEN-009747,Plus,Q3 2025,13,9,69.2
BEN-009747,Plus,Q4 2025,11,10,90.9
BEN-009747,Plus,Q1 2026,10,7,70.0
BEN-009747,Plus,Q2 2026,10,9,90.0
BEN-009751,Plus,Q4 2025,6,5,83.3
BEN-009751,Plus,Q1 2026,10,8,80.0
BEN-009751,Plus,Q2 2026,12,10,83.3
BEN-009753,Plus,Q3 2026,9,5,55.6
BEN-009754,Plus,Q2 2026,14,12,85.7
BEN-009754,Plus,Q3 2026,11,6,54.5
BEN-009755,Plus,Q3 2026,14,7,50.0
BEN-009757,Plus,Q4 2025,7,6,85.7
BEN-009757,Plus,Q1 2026,12,9,75.0
BEN-009757,Plus,Q2 2026,9,5,55.6
BEN-009758,Plus,Q3 2025,9,7,77.8
BEN-009758,Plus,Q4 2025,9,8,88.9
BEN-009758,Plus,Q1 2026,10,9,90.0
BEN-009759,Plus,Q3 2025,7,7,100.0
BEN-009759,Plus,Q4 2025,12,11,91.7
BEN-009759,Plus,Q1 2026,12,10,83.3
BEN-009762,Plus,Q2 2026,12,11,91.7
BEN-009762,Plus,Q3 2026,9,5,55.6
BEN-009765,Plus,Q3 2026,12,6,50.0
BEN-009766,Plus,Q2 2026,11,7,63.6
BEN-009766,Plus,Q3 2026,12,7,58.3
BEN-009767,Plus,Q2 2026,8,7,87.5
BEN-009767,Plus,Q3 2026,12,7,58.3
BEN-009768,Plus,Q4 2025,10,8,80.0
BEN-009768,Plus,Q1 2026,14,14,100.0
BEN-009769,Plus,Q2 2026,8,8,100.0
BEN-009769,Plus,Q3 2026,7,3,42.9
BEN-009770,Plus,Q3 2026,14,5,35.7
BEN-009772,Plus,Q1 2026,11,10,90.9
BEN-009772,Plus,Q2 2026,8,8,100.0
BEN-009772,Plus,Q3 2026,11,9,81.8
BEN-009774,Plus,Q3 2026,7,3,42.9
BEN-009775,Plus,Q2 2026,11,8,72.7
BEN-009775,Plus,Q3 2026,10,4,40.0
BEN-009776,Plus,Q3 2026,13,7,53.8
BEN-009777,Plus,Q2 2026,6,4,66.7
BEN-009777,Plus,Q3 2026,13,5,38.5
BEN-009787,Plus,Q2 2025,11,8,72.7
BEN-009787,Plus,Q3 2025,12,9,75.0
BEN-009787,Plus,Q4 2025,9,7,77.8
BEN-009788,Plus,Q2 2026,8,7,87.5
BEN-009788,Plus,Q3 2026,14,7,50.0
BEN-009789,Plus,Q2 2026,11,10,90.9
BEN-009789,Plus,Q3 2026,7,3,42.9
BEN-009790,Plus,Q2 2026,13,12,92.3
BEN-009790,Plus,Q3 2026,8,4,50.0
BEN-009791,Plus,Q3 2025,6,5,83.3
BEN-009791,Plus,Q4 2025,7,4,57.1
BEN-009795,Plus,Q3 2026,9,5,55.6
BEN-009796,Plus,Q3 2026,13,6,46.2
BEN-009797,Plus,Q1 2026,7,4,57.1
BEN-009797,Plus,Q2 2026,8,5,62.5
BEN-009797,Plus,Q3 2026,10,5,50.0
BEN-009798,Plus,Q2 2025,9,8,88.9
BEN-009798,Plus,Q3 2025,12,9,75.0
BEN-009798,Plus,Q4 2025,13,11,84.6
BEN-009799,Plus,Q3 2025,7,6,85.7
BEN-009799,Plus,Q4 2025,12,12,100.0
BEN-009799,Plus,Q1 2026,8,6,75.0
BEN-009800,Plus,Q3 2026,10,6,60.0
BEN-009801,Plus,Q4 2025,13,9,69.2
BEN-009801,Plus,Q1 2026,9,8,88.9
BEN-009801,Plus,Q2 2026,13,10,76.9
BEN-009801,Plus,Q3 2026,8,8,100.0
BEN-009803,Plus,Q3 2025,13,9,69.2
BEN-009803,Plus,Q4 2025,7,6,85.7
BEN-009803,Plus,Q1 2026,6,5,83.3
BEN-009803,Plus,Q2 2026,11,10,90.9
BEN-009806,Plus,Q1 2026,13,12,92.3
BEN-009806,Plus,Q2 2026,14,12,85.7
BEN-009806,Plus,Q3 2026,7,4,57.1
BEN-009807,Plus,Q1 2026,12,9,75.0
BEN-009807,Plus,Q2 2026,8,4,50.0
BEN-009807,Plus,Q3 2026,8,3,37.5
BEN-009809,Plus,Q2 2026,9,9,100.0
BEN-009809,Plus,Q3 2026,11,6,54.5
BEN-009810,Plus,Q3 2026,12,4,33.3
BEN-009815,Plus,Q4 2025,6,5,83.3
BEN-009815,Plus,Q1 2026,12,12,100.0
BEN-009816,Plus,Q4 2025,13,8,61.5
BEN-009816,Plus,Q1 2026,6,5,83.3
BEN-009816,Plus,Q2 2026,14,6,42.9
BEN-009817,Plus,Q1 2026,6,4,66.7
BEN-009817,Plus,Q2 2026,10,10,100.0
BEN-009817,Plus,Q3 2026,10,9,90.0
BEN-009819,Plus,Q4 2025,9,8,88.9
BEN-009819,Plus,Q1 2026,8,7,87.5
BEN-009819,Plus,Q2 2026,12,12,100.0
BEN-009823,Plus,Q3 2026,11,6,54.5
BEN-009827,Plus,Q1 2026,9,9,100.0
BEN-009827,Plus,Q2 2026,6,5,83.3
BEN-009829,Plus,Q1 2026,10,7,70.0
BEN-009829,Plus,Q2 2026,9,5,55.6
BEN-009830,Plus,Q3 2026,11,4,36.4
BEN-009836,Plus,Q1 2026,13,11,84.6
BEN-009836,Plus,Q2 2026,14,11,78.6
BEN-009836,Plus,Q3 2026,6,2,33.3
BEN-009837,Plus,Q3 2025,11,8,72.7
BEN-009837,Plus,Q4 2025,12,10,83.3
BEN-009838,Plus,Q2 2025,9,9,100.0
BEN-009838,Plus,Q3 2025,14,11,78.6
BEN-009838,Plus,Q4 2025,12,10,83.3
BEN-009843,Plus,Q4 2025,6,6,100.0
BEN-009843,Plus,Q1 2026,10,8,80.0
BEN-009843,Plus,Q2 2026,7,5,71.4
BEN-009844,Plus,Q3 2026,7,3,42.9
BEN-009846,Plus,Q1 2026,8,8,100.0
BEN-009846,Plus,Q2 2026,9,9,100.0
BEN-009846,Plus,Q3 2026,12,5,41.7
BEN-009848,Plus,Q3 2025,9,9,100.0
BEN-009848,Plus,Q4 2025,7,5,71.4
BEN-009848,Plus,Q1 2026,14,12,85.7
BEN-009848,Plus,Q2 2026,12,12,100.0
BEN-009849,Plus,Q4 2025,8,7,87.5
BEN-009849,Plus,Q1 2026,10,10,100.0
BEN-009857,Plus,Q1 2026,14,14,100.0
BEN-009857,Plus,Q2 2026,11,9,81.8
BEN-009858,Plus,Q2 2025,13,8,61.5
BEN-009858,Plus,Q3 2025,6,6,100.0
BEN-009858,Plus,Q4 2025,11,10,90.9
BEN-009858,Plus,Q1 2026,12,6,50.0
BEN-009859,Plus,Q2 2026,12,9,75.0
BEN-009859,Plus,Q3 2026,11,6,54.5
BEN-009860,Plus,Q1 2026,8,6,75.0
BEN-009860,Plus,Q2 2026,13,9,69.2
BEN-009865,Plus,Q3 2025,7,6,85.7
BEN-009865,Plus,Q4 2025,10,9,90.0
BEN-009865,Plus,Q1 2026,10,7,70.0
BEN-009867,Plus,Q1 2026,9,8,88.9
BEN-009867,Plus,Q2 2026,14,11,78.6
BEN-009868,Plus,Q3 2025,8,7,87.5
BEN-009868,Plus,Q4 2025,13,12,92.3
BEN-009869,Plus,Q4 2025,7,5,71.4
BEN-009869,Plus,Q1 2026,12,9,75.0
BEN-009869,Plus,Q2 2026,7,5,71.4
BEN-009869,Plus,Q3 2026,10,8,80.0
BEN-009871,Plus,Q1 2026,10,9,90.0
BEN-009871,Plus,Q2 2026,10,8,80.0
BEN-009871,Plus,Q3 2026,6,5,83.3
BEN-009874,Plus,Q2 2026,8,5,62.5
BEN-009874,Plus,Q3 2026,11,4,36.4
BEN-009875,Plus,Q3 2025,13,10,76.9
BEN-009875,Plus,Q4 2025,6,5,83.3
BEN-009875,Plus,Q1 2026,7,4,57.1
BEN-009875,Plus,Q2 2026,13,7,53.8
BEN-009876,Plus,Q2 2026,9,8,88.9
BEN-009876,Plus,Q3 2026,7,3,42.9
BEN-009878,Plus,Q1 2026,7,5,71.4
BEN-009878,Plus,Q2 2026,6,5,83.3
BEN-009879,Plus,Q2 2026,12,8,66.7
BEN-009879,Plus,Q3 2026,10,4,40.0
BEN-009883,Plus,Q2 2026,6,4,66.7
BEN-009883,Plus,Q3 2026,8,6,75.0
BEN-009886,Plus,Q1 2026,7,5,71.4
BEN-009886,Plus,Q2 2026,12,10,83.3
BEN-009886,Plus,Q3 2026,9,4,44.4
BEN-009888,Plus,Q1 2026,14,14,100.0
BEN-009888,Plus,Q2 2026,6,6,100.0
BEN-009893,Plus,Q2 2026,14,13,92.9
BEN-009893,Plus,Q3 2026,14,4,28.6
BEN-009898,Plus,Q3 2026,13,6,46.2
BEN-009901,Plus,Q2 2025,8,6,75.0
BEN-009901,Plus,Q3 2025,10,7,70.0
BEN-009901,Plus,Q4 2025,9,7,77.8
BEN-009901,Plus,Q1 2026,10,8,80.0
BEN-009903,Plus,Q1 2025,9,8,88.9
BEN-009903,Plus,Q2 2025,12,9,75.0
BEN-009903,Plus,Q3 2025,11,4,36.4
BEN-009904,Plus,Q3 2026,12,7,58.3
BEN-009906,Plus,Q4 2025,9,9,100.0
BEN-009906,Plus,Q1 2026,8,6,75.0
BEN-009906,Plus,Q2 2026,9,7,77.8
BEN-009907,Plus,Q4 2025,12,9,75.0
BEN-009907,Plus,Q1 2026,12,9,75.0
BEN-009907,Plus,Q2 2026,9,7,77.8
BEN-009907,Plus,Q3 2026,9,8,88.9
BEN-009909,Plus,Q1 2025,9,6,66.7
BEN-009909,Plus,Q2 2025,6,3,50.0
BEN-009910,Plus,Q4 2025,13,12,92.3
BEN-009910,Plus,Q1 2026,8,7,87.5
BEN-009910,Plus,Q2 2026,11,8,72.7
BEN-009913,Plus,Q2 2026,8,7,87.5
BEN-009913,Plus,Q3 2026,13,4,30.8
BEN-009914,Plus,Q3 2026,14,7,50.0
BEN-009915,Plus,Q3 2025,11,9,81.8
BEN-009915,Plus,Q4 2025,9,5,55.6
BEN-009917,Plus,Q4 2025,14,10,71.4
BEN-009917,Plus,Q1 2026,14,12,85.7
BEN-009917,Plus,Q2 2026,12,9,75.0
BEN-009924,Plus,Q4 2025,7,6,85.7
BEN-009924,Plus,Q1 2026,6,3,50.0
BEN-009929,Plus,Q4 2025,8,6,75.0
BEN-009929,Plus,Q1 2026,12,12,100.0
BEN-009929,Plus,Q2 2026,14,10,71.4
BEN-009929,Plus,Q3 2026,9,9,100.0
BEN-009931,Plus,Q2 2025,14,10,71.4
BEN-009931,Plus,Q3 2025,10,9,90.0
BEN-009931,Plus,Q4 2025,13,11,84.6
BEN-009931,Plus,Q1 2026,10,9,90.0
BEN-009932,Plus,Q3 2025,8,5,62.5
BEN-009932,Plus,Q4 2025,8,4,50.0
BEN-009932,Plus,Q1 2026,8,6,75.0
BEN-009932,Plus,Q2 2026,14,5,35.7
BEN-009933,Plus,Q3 2026,12,5,41.7
BEN-009934,Plus,Q2 2026,8,6,75.0
BEN-009934,Plus,Q3 2026,10,6,60.0
BEN-009935,Plus,Q4 2025,8,6,75.0
BEN-009935,Plus,Q1 2026,12,10,83.3
BEN-009937,Plus,Q3 2025,10,7,70.0
BEN-009937,Plus,Q4 2025,13,11,84.6
BEN-009937,Plus,Q1 2026,10,8,80.0
BEN-009939,Plus,Q2 2025,13,7,53.8
BEN-009939,Plus,Q3 2025,13,11,84.6
BEN-009939,Plus,Q4 2025,13,5,38.5
BEN-009942,Plus,Q3 2026,8,3,37.5
BEN-009944,Plus,Q4 2025,6,5,83.3
BEN-009944,Plus,Q1 2026,14,12,85.7
BEN-009944,Plus,Q2 2026,14,11,78.6
BEN-009944,Plus,Q3 2026,12,10,83.3
BEN-009946,Plus,Q3 2026,10,5,50.0
BEN-009948,Plus,Q1 2025,11,6,54.5
BEN-009948,Plus,Q2 2025,7,7,100.0
BEN-009948,Plus,Q3 2025,11,6,54.5
BEN-009951,Plus,Q2 2026,11,9,81.8
BEN-009951,Plus,Q3 2026,6,2,33.3
BEN-009954,Plus,Q1 2026,10,9,90.0
BEN-009954,Plus,Q2 2026,12,6,50.0
BEN-009954,Plus,Q3 2026,12,5,41.7
BEN-009955,Plus,Q4 2025,7,5,71.4
BEN-009955,Plus,Q1 2026,11,10,90.9
BEN-009956,Plus,Q4 2025,12,10,83.3
BEN-009956,Plus,Q1 2026,14,11,78.6
BEN-009960,Plus,Q3 2026,14,8,57.1
BEN-009961,Plus,Q3 2025,7,5,71.4
BEN-009961,Plus,Q4 2025,6,6,100.0
BEN-009961,Plus,Q1 2026,6,2,33.3
BEN-009962,Plus,Q3 2026,10,5,50.0
BEN-009967,Plus,Q3 2025,10,8,80.0
BEN-009967,Plus,Q4 2025,7,6,85.7
BEN-009968,Plus,Q2 2026,14,14,100.0
BEN-009968,Plus,Q3 2026,14,8,57.1
BEN-009969,Plus,Q3 2026,7,3,42.9
BEN-009970,Plus,Q1 2025,13,8,61.5
BEN-009970,Plus,Q2 2025,13,7,53.8
BEN-009971,Plus,Q3 2026,10,4,40.0
BEN-009973,Plus,Q1 2025,12,9,75.0
BEN-009973,Plus,Q2 2025,13,13,100.0
BEN-009974,Plus,Q3 2026,8,4,50.0
BEN-009975,Plus,Q2 2026,11,10,90.9
BEN-009975,Plus,Q3 2026,14,11,78.6
BEN-009976,Plus,Q1 2026,6,5,83.3
BEN-009976,Plus,Q2 2026,12,9,75.0
BEN-009977,Plus,Q3 2026,9,5,55.6
BEN-009978,Plus,Q3 2026,12,4,33.3
BEN-009980,Plus,Q1 2026,14,12,85.7
BEN-009980,Plus,Q2 2026,11,8,72.7
BEN-009980,Plus,Q3 2026,7,3,42.9
BEN-009983,Plus,Q4 2025,11,10,90.9
BEN-009983,Plus,Q1 2026,7,3,42.9
BEN-009984,Plus,Q1 2026,9,9,100.0
BEN-009984,Plus,Q2 2026,9,8,88.9
BEN-009984,Plus,Q3 2026,8,6,75.0
BEN-009986,Plus,Q2 2026,10,6,60.0
BEN-009986,Plus,Q3 2026,11,5,45.5
BEN-009987,Plus,Q1 2025,10,10,100.0
BEN-009987,Plus,Q2 2025,14,12,85.7
BEN-009992,Plus,Q1 2025,6,6,100.0
BEN-009992,Plus,Q2 2025,7,6,85.7
BEN-009992,Plus,Q3 2025,14,10,71.4
BEN-009992,Plus,Q4 2025,11,10,90.9
BEN-009995,Plus,Q1 2026,7,4,57.1
BEN-009995,Plus,Q2 2026,9,5,55.6
BEN-009999,Plus,Q2 2025,8,4,50.0
BEN-009999,Plus,Q3 2025,13,7,53.8
BEN-009999,Plus,Q4 2025,11,11,100.0
BEN-009999,Plus,Q1 2026,7,4,57.1
BEN-000006,Vocational,Q4 2025,11,6,54.5
BEN-000006,Vocational,Q1 2026,14,13,92.9
BEN-000006,Vocational,Q2 2026,15,10,66.7
BEN-000006,Vocational,Q3 2026,11,4,36.4
BEN-000012,Vocational,Q3 2026,15,9,60.0
BEN-000024,Vocational,Q3 2026,9,3,33.3
BEN-000029,Vocational,Q3 2026,13,4,30.8
BEN-000039,Vocational,Q1 2026,16,15,93.8
BEN-000039,Vocational,Q2 2026,9,9,100.0
BEN-000039,Vocational,Q3 2026,9,5,55.6
BEN-000040,Vocational,Q1 2026,14,11,78.6
BEN-000040,Vocational,Q2 2026,11,10,90.9
BEN-000040,Vocational,Q3 2026,14,11,78.6
BEN-000044,Vocational,Q2 2026,14,10,71.4
BEN-000044,Vocational,Q3 2026,11,6,54.5
BEN-000056,Vocational,Q2 2026,14,10,71.4
BEN-000056,Vocational,Q3 2026,9,3,33.3
BEN-000062,Vocational,Q1 2026,10,8,80.0
BEN-000062,Vocational,Q2 2026,14,9,64.3
BEN-000062,Vocational,Q3 2026,10,3,30.0
BEN-000070,Vocational,Q2 2026,15,14,93.3
BEN-000070,Vocational,Q3 2026,15,7,46.7
BEN-000072,Vocational,Q1 2026,12,10,83.3
BEN-000072,Vocational,Q2 2026,16,11,68.8
BEN-000072,Vocational,Q3 2026,13,6,46.2
BEN-000092,Vocational,Q3 2026,16,6,37.5
BEN-000097,Vocational,Q2 2025,9,8,88.9
BEN-000097,Vocational,Q3 2025,8,6,75.0
BEN-000097,Vocational,Q4 2025,10,9,90.0
BEN-000097,Vocational,Q1 2026,8,7,87.5
BEN-000105,Vocational,Q2 2026,12,10,83.3
BEN-000105,Vocational,Q3 2026,11,3,27.3
BEN-000119,Vocational,Q1 2026,14,11,78.6
BEN-000119,Vocational,Q2 2026,16,15,93.8
BEN-000119,Vocational,Q3 2026,10,9,90.0
BEN-000157,Vocational,Q3 2026,13,6,46.2
BEN-000168,Vocational,Q3 2026,10,6,60.0
BEN-000174,Vocational,Q2 2026,16,12,75.0
BEN-000174,Vocational,Q3 2026,12,4,33.3
BEN-000176,Vocational,Q2 2025,15,12,80.0
BEN-000176,Vocational,Q3 2025,14,13,92.9
BEN-000176,Vocational,Q4 2025,8,7,87.5
BEN-000176,Vocational,Q1 2026,10,10,100.0
BEN-000179,Vocational,Q2 2026,9,6,66.7
BEN-000179,Vocational,Q3 2026,12,4,33.3
BEN-000188,Vocational,Q3 2025,9,6,66.7
BEN-000188,Vocational,Q4 2025,12,12,100.0
BEN-000188,Vocational,Q1 2026,8,5,62.5
BEN-000188,Vocational,Q2 2026,9,3,33.3
BEN-000201,Vocational,Q2 2025,12,10,83.3
BEN-000201,Vocational,Q3 2025,13,13,100.0
BEN-000201,Vocational,Q4 2025,12,9,75.0
BEN-000201,Vocational,Q1 2026,10,9,90.0
BEN-000203,Vocational,Q2 2026,9,9,100.0
BEN-000203,Vocational,Q3 2026,8,5,62.5
BEN-000216,Vocational,Q3 2026,14,5,35.7
BEN-000217,Vocational,Q4 2025,9,5,55.6
BEN-000217,Vocational,Q1 2026,13,7,53.8
BEN-000217,Vocational,Q2 2026,13,7,53.8
BEN-000229,Vocational,Q4 2025,12,11,91.7
BEN-000229,Vocational,Q1 2026,8,6,75.0
BEN-000229,Vocational,Q2 2026,12,9,75.0
BEN-000229,Vocational,Q3 2026,11,6,54.5
BEN-000250,Vocational,Q2 2025,10,6,60.0
BEN-000250,Vocational,Q3 2025,10,5,50.0
BEN-000250,Vocational,Q4 2025,9,6,66.7
BEN-000250,Vocational,Q1 2026,14,14,100.0
BEN-000250,Vocational,Q2 2026,10,5,50.0
BEN-000258,Vocational,Q2 2026,14,11,78.6
BEN-000258,Vocational,Q3 2026,9,5,55.6
BEN-000262,Vocational,Q1 2026,8,8,100.0
BEN-000262,Vocational,Q2 2026,11,6,54.5
BEN-000262,Vocational,Q3 2026,13,6,46.2
BEN-000266,Vocational,Q2 2026,8,8,100.0
BEN-000266,Vocational,Q3 2026,16,8,50.0
BEN-000273,Vocational,Q1 2025,9,7,77.8
BEN-000273,Vocational,Q2 2025,8,7,87.5
BEN-000273,Vocational,Q3 2025,8,5,62.5
BEN-000273,Vocational,Q4 2025,12,5,41.7
BEN-000280,Vocational,Q1 2026,11,7,63.6
BEN-000280,Vocational,Q2 2026,8,7,87.5
BEN-000280,Vocational,Q3 2026,8,4,50.0
BEN-000287,Vocational,Q3 2025,16,14,87.5
BEN-000287,Vocational,Q4 2025,14,12,85.7
BEN-000287,Vocational,Q1 2026,9,7,77.8
BEN-000290,Vocational,Q3 2026,8,4,50.0
BEN-000300,Vocational,Q3 2026,8,3,37.5
BEN-000305,Vocational,Q3 2026,14,6,42.9
BEN-000312,Vocational,Q3 2026,13,6,46.2
BEN-000315,Vocational,Q4 2025,16,16,100.0
BEN-000315,Vocational,Q1 2026,12,10,83.3
BEN-000315,Vocational,Q2 2026,16,16,100.0
BEN-000315,Vocational,Q3 2026,9,7,77.8
BEN-000316,Vocational,Q2 2026,10,9,90.0
BEN-000316,Vocational,Q3 2026,16,6,37.5
BEN-000340,Vocational,Q2 2026,15,14,93.3
BEN-000340,Vocational,Q3 2026,9,3,33.3
BEN-000342,Vocational,Q1 2026,13,10,76.9
BEN-000342,Vocational,Q2 2026,9,6,66.7
BEN-000342,Vocational,Q3 2026,16,13,81.2
BEN-000345,Vocational,Q3 2025,12,10,83.3
BEN-000345,Vocational,Q4 2025,14,10,71.4
BEN-000345,Vocational,Q1 2026,16,13,81.2
BEN-000363,Vocational,Q3 2025,16,11,68.8
BEN-000363,Vocational,Q4 2025,14,12,85.7
BEN-000363,Vocational,Q1 2026,8,6,75.0
BEN-000363,Vocational,Q2 2026,10,9,90.0
BEN-000363,Vocational,Q3 2026,12,9,75.0
BEN-000410,Vocational,Q3 2026,8,3,37.5
BEN-000419,Vocational,Q2 2026,12,9,75.0
BEN-000419,Vocational,Q3 2026,8,3,37.5
BEN-000420,Vocational,Q1 2026,9,7,77.8
BEN-000420,Vocational,Q2 2026,12,11,91.7
BEN-000420,Vocational,Q3 2026,16,5,31.2
BEN-000423,Vocational,Q3 2026,8,5,62.5
BEN-000428,Vocational,Q2 2026,13,10,76.9
BEN-000428,Vocational,Q3 2026,13,6,46.2
BEN-000438,Vocational,Q3 2026,14,6,42.9
BEN-000441,Vocational,Q3 2026,16,6,37.5
BEN-000453,Vocational,Q3 2026,13,7,53.8
BEN-000456,Vocational,Q2 2025,13,7,53.8
BEN-000456,Vocational,Q3 2025,9,6,66.7
BEN-000456,Vocational,Q4 2025,14,5,35.7
BEN-000483,Vocational,Q3 2025,11,10,90.9
BEN-000483,Vocational,Q4 2025,8,6,75.0
BEN-000483,Vocational,Q1 2026,8,6,75.0
BEN-000483,Vocational,Q2 2026,15,8,53.3
BEN-000491,Vocational,Q3 2026,9,3,33.3
BEN-000495,Vocational,Q2 2025,15,12,80.0
BEN-000495,Vocational,Q3 2025,10,8,80.0
BEN-000495,Vocational,Q4 2025,9,6,66.7
BEN-000495,Vocational,Q1 2026,10,8,80.0
BEN-000513,Vocational,Q3 2026,12,6,50.0
BEN-000516,Vocational,Q1 2026,12,11,91.7
BEN-000516,Vocational,Q2 2026,12,11,91.7
BEN-000516,Vocational,Q3 2026,15,14,93.3
BEN-000523,Vocational,Q4 2025,13,11,84.6
BEN-000523,Vocational,Q1 2026,14,11,78.6
BEN-000523,Vocational,Q2 2026,9,9,100.0
BEN-000523,Vocational,Q3 2026,11,11,100.0
BEN-000527,Vocational,Q3 2026,16,8,50.0
