beneficiary_id,program,reporting_period,outcome_type,outcome_status,employment_status,completion_status
BEN-002624,Vocational,Q4 2025,Education,achieved,In Training,Completed
BEN-002644,Vocational,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-002663,Vocational,Q1 2026,Employment,achieved,Employed,Completed
BEN-002691,Vocational,Q3 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-002716,Vocational,Q1 2025,Employment,not_achieved,Unemployed,Completed
BEN-002721,Vocational,Q1 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-002722,Vocational,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-002789,Vocational,Q3 2025,Employment,achieved,Employed,Completed
BEN-002792,Vocational,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-002820,Vocational,Q4 2025,Education,achieved,In Training,Completed
BEN-002838,Vocational,Q1 2026,Employment,active,Employed,Completed
BEN-002841,Vocational,Q3 2025,Education,achieved,In Training,Completed
BEN-002864,Vocational,Q4 2025,Employment,achieved,Employed,Completed
BEN-002898,Vocational,Q4 2025,Education,not_achieved,Self-Employed,Completed
BEN-002913,Vocational,Q2 2025,Employment,active,Unemployed,Completed
BEN-002922,Vocational,Q3 2025,Education,achieved,In Training,Completed
BEN-002950,Vocational,Q4 2025,Employment,active,Employed,Completed
BEN-002970,Vocational,Q1 2025,Employment,achieved,Employed,Completed
BEN-003004,Vocational,Q4 2025,Education,active,Employed,Completed
BEN-003006,Vocational,Q3 2025,Education,active,Unemployed,Completed
BEN-003012,Vocational,Q4 2025,Entrepreneurship,active,Unemployed,Completed
BEN-003037,Vocational,Q4 2025,Education,achieved,In Training,Completed
BEN-003057,Vocational,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-003072,Vocational,Q1 2026,Education,achieved,In Training,Completed
BEN-003075,Vocational,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-003076,Vocational,Q1 2026,Education,not_achieved,Self-Employed,Completed
BEN-003095,Vocational,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003100,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-003103,Vocational,Q3 2025,Employment,achieved,Employed,Completed
BEN-003112,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-003144,Vocational,Q3 2025,Community Impact,active,Self-Employed,Completed
BEN-003219,Vocational,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003265,Vocational,Q4 2025,Employment,active,Employed,Completed
BEN-003372,Vocational,Q4 2025,Education,active,Employed,Completed
BEN-003373,Vocational,Q3 2025,Employment,active,Unemployed,Completed
BEN-003380,Vocational,Q2 2025,Employment,not_achieved,Unemployed,Completed
BEN-003396,Vocational,Q2 2025,Education,achieved,Unemployed,Completed
BEN-003416,Vocational,Q2 2025,Entrepreneurship,not_achieved,Employed,Completed
BEN-003423,Vocational,Q4 2025,Employment,achieved,Employed,Completed
BEN-003456,Vocational,Q1 2026,Education,active,Self-Employed,Completed
BEN-003459,Vocational,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003465,Vocational,Q3 2025,Education,achieved,In Training,Completed
BEN-003477,Vocational,Q3 2025,Employment,active,Unemployed,Completed
BEN-003508,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-003512,Vocational,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003514,Vocational,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-003527,Vocational,Q3 2025,Education,not_achieved,Self-Employed,Completed
BEN-003536,Vocational,Q1 2025,Employment,achieved,Employed,Completed
BEN-003541,Vocational,Q2 2025,Education,not_achieved,Employed,Completed
BEN-003564,Vocational,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-003591,Vocational,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-003604,Vocational,Q4 2025,Education,achieved,Unemployed,Completed
BEN-003629,Vocational,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003637,Vocational,Q4 2025,Employment,active,Employed,Completed
BEN-003672,Vocational,Q4 2025,Employment,achieved,Employed,Completed
BEN-003678,Vocational,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003681,Vocational,Q3 2025,Education,achieved,In Training,Completed
BEN-003695,Vocational,Q4 2025,Education,active,Self-Employed,Completed
BEN-003705,Vocational,Q3 2025,Community Impact,not_achieved,Self-Employed,Completed
BEN-003722,Vocational,Q3 2025,Education,active,Unemployed,Completed
BEN-003746,Vocational,Q4 2025,Entrepreneurship,active,Employed,Completed
BEN-003756,Vocational,Q2 2025,Employment,active,Unemployed,Completed
BEN-003858,Vocational,Q2 2025,Employment,active,Self-Employed,Completed
BEN-003867,Vocational,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-003898,Vocational,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-003904,Vocational,Q3 2025,Employment,not_achieved,Self-Employed,Completed
BEN-003929,Vocational,Q1 2026,Education,active,Unemployed,Completed
BEN-004023,Vocational,Q1 2026,Employment,achieved,Employed,Completed
BEN-004071,Vocational,Q1 2026,Employment,achieved,Employed,Completed
BEN-004080,Vocational,Q3 2025,Education,achieved,In Training,Completed
BEN-004082,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-004101,Vocational,Q3 2025,Education,active,Self-Employed,Completed
BEN-004170,Vocational,Q3 2025,Employment,achieved,Employed,Completed
BEN-004173,Vocational,Q3 2025,Employment,achieved,Employed,Completed
BEN-004199,Vocational,Q4 2025,Education,active,Unemployed,Completed
BEN-004248,Vocational,Q1 2025,Employment,not_achieved,Employed,Completed
BEN-004389,Vocational,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-004408,Vocational,Q3 2025,Employment,active,Unemployed,Completed
BEN-004433,Vocational,Q4 2025,Community Impact,achieved,Self-Employed,Completed
BEN-004443,Vocational,Q1 2025,Employment,achieved,Employed,Completed
BEN-004509,Vocational,Q4 2025,Education,achieved,Unemployed,Completed
BEN-004561,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-004569,Vocational,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-004580,Vocational,Q1 2025,Employment,active,Unemployed,Completed
BEN-004595,Vocational,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-004605,Vocational,Q1 2025,Employment,not_achieved,Unemployed,Completed
BEN-004657,Vocational,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004681,Vocational,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-004685,Vocational,Q1 2026,Employment,active,Unemployed,Completed
BEN-004732,Vocational,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-004753,Vocational,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-004759,Vocational,Q4 2025,Employment,active,Self-Employed,Completed
BEN-004842,Vocational,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-004853,Vocational,Q3 2025,Education,achieved,In Training,Completed
BEN-004876,Vocational,Q3 2025,Employment,active,Unemployed,Completed
BEN-004918,Vocational,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-004972,Vocational,Q3 2025,Employment,not_achieved,Self-Employed,Completed
BEN-004987,Vocational,Q2 2025,Employment,active,Unemployed,Completed
BEN-004988,Vocational,Q4 2025,Education,active,Self-Employed,Completed
BEN-005000,Vocational,Q2 2025,Employment,not_achieved,Self-Employed,Completed
BEN-005054,Vocational,Q3 2025,Education,achieved,Unemployed,Completed
BEN-005058,Vocational,Q2 2025,Education,achieved,In Training,Completed
BEN-005072,Vocational,Q4 2025,Education,not_achieved,Self-Employed,Completed
BEN-005116,Vocational,Q1 2026,Education,achieved,Unemployed,Completed
BEN-005189,Vocational,Q1 2026,Education,achieved,In Training,Completed
BEN-005222,Vocational,Q3 2025,Employment,active,Employed,Completed
BEN-005259,Vocational,Q3 2025,Employment,achieved,Employed,Completed
BEN-005365,Vocational,Q2 2025,Education,active,Self-Employed,Completed
BEN-005380,Vocational,Q1 2026,Employment,achieved,Employed,Completed
BEN-005386,Vocational,Q3 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-005433,Vocational,Q4 2025,Employment,not_achieved,Self-Employed,Completed
BEN-005466,Vocational,Q3 2025,Community Impact,active,Employed,Completed
BEN-005603,Vocational,Q3 2025,Employment,achieved,Employed,Completed
BEN-005685,Vocational,Q1 2025,Education,not_achieved,Employed,Completed
BEN-005707,Vocational,Q1 2025,Education,achieved,In Training,Completed
BEN-005816,Vocational,Q2 2025,Employment,active,Unemployed,Completed
BEN-005853,Vocational,Q4 2025,Employment,active,Unemployed,Completed
BEN-005858,Vocational,Q3 2025,Employment,active,Unemployed,Completed
BEN-005863,Vocational,Q1 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-005893,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-005926,Vocational,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-005955,Vocational,Q3 2025,Employment,active,Unemployed,Completed
BEN-005979,Vocational,Q3 2025,Education,active,Unemployed,Completed
BEN-005981,Vocational,Q2 2025,Education,not_achieved,Unemployed,Completed
BEN-006026,Vocational,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006029,Vocational,Q4 2025,Employment,achieved,Employed,Completed
BEN-006061,Vocational,Q1 2025,Community Impact,achieved,Self-Employed,Completed
BEN-006135,Vocational,Q4 2025,Education,achieved,Unemployed,Completed
BEN-006162,Vocational,Q1 2025,Education,active,Unemployed,Completed
BEN-006231,Vocational,Q3 2025,Employment,active,Employed,Completed
BEN-006252,Vocational,Q1 2026,Education,active,Self-Employed,Completed
BEN-006259,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-006304,Vocational,Q1 2026,Employment,active,Self-Employed,Completed
BEN-006349,Vocational,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-006368,Vocational,Q2 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-006370,Vocational,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006380,Vocational,Q2 2025,Education,achieved,In Training,Completed
BEN-006422,Vocational,Q1 2026,Employment,achieved,Employed,Completed
BEN-006441,Vocational,Q2 2025,Employment,active,Employed,Completed
BEN-006444,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-006450,Vocational,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006463,Vocational,Q1 2025,Education,achieved,In Training,Completed
BEN-006476,Vocational,Q3 2025,Education,not_achieved,Unemployed,Completed
BEN-006495,Vocational,Q1 2025,Education,active,Unemployed,Completed
BEN-006525,Vocational,Q1 2025,Employment,not_achieved,Employed,Completed
BEN-006546,Vocational,Q3 2025,Community Impact,achieved,Unemployed,Completed
BEN-006573,Vocational,Q1 2026,Community Impact,not_achieved,Unemployed,Completed
BEN-006583,Vocational,Q3 2025,Employment,achieved,Employed,Completed
BEN-006596,Vocational,Q4 2025,Employment,achieved,Employed,Completed
BEN-006616,Vocational,Q1 2026,Community Impact,active,Unemployed,Completed
BEN-006657,Vocational,Q3 2025,Education,active,Self-Employed,Completed
BEN-006715,Vocational,Q4 2025,Employment,achieved,Employed,Completed
BEN-006754,Vocational,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-006799,Vocational,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006899,Vocational,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-006924,Vocational,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-006955,Vocational,Q3 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-006980,Vocational,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-006987,Vocational,Q1 2026,Entrepreneurship,active,Self-Employed,Completed
BEN-007009,Vocational,Q1 2025,Education,active,Unemployed,Completed
BEN-007012,Vocational,Q2 2025,Education,active,Employed,Completed
BEN-007016,Vocational,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007023,Vocational,Q1 2026,Education,not_achieved,Unemployed,Completed
BEN-007059,Vocational,Q4 2025,Education,achieved,In Training,Completed
BEN-007071,Vocational,Q1 2025,Employment,active,Unemployed,Completed
BEN-007081,Vocational,Q4 2025,Community Impact,achieved,Self-Employed,Completed
BEN-007154,Vocational,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-007171,Vocational,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-007237,Vocational,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007264,Vocational,Q3 2025,Education,achieved,Unemployed,Completed
BEN-007289,Vocational,Q2 2025,Education,active,Employed,Completed
BEN-007332,Vocational,Q3 2025,Education,active,Self-Employed,Completed
BEN-007349,Vocational,Q1 2026,Employment,achieved,Employed,Completed
BEN-007358,Vocational,Q3 2025,Education,achieved,Unemployed,Completed
BEN-007438,Vocational,Q3 2025,Education,not_achieved,Employed,Completed
BEN-007467,Vocational,Q3 2025,Community Impact,active,Employed,Completed
BEN-007482,Vocational,Q1 2025,Employment,achieved,Employed,Completed
BEN-007541,Vocational,Q1 2026,Community Impact,achieved,Unemployed,Completed
BEN-007543,Vocational,Q4 2025,Employment,not_achieved,Employed,Completed
BEN-007552,Vocational,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007584,Vocational,Q1 2025,Employment,active,Unemployed,Completed
BEN-007643,Vocational,Q4 2025,Employment,achieved,Employed,Completed
BEN-007657,Vocational,Q1 2025,Community Impact,achieved,Employed,Completed
BEN-007663,Vocational,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-007672,Vocational,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-007675,Vocational,Q1 2025,Education,achieved,Unemployed,Completed
BEN-007690,Vocational,Q4 2025,Employment,achieved,Employed,Completed
BEN-007696,Vocational,Q4 2025,Community Impact,active,Unemployed,Completed
BEN-007697,Vocational,Q1 2025,Education,achieved,Unemployed,Completed
BEN-007736,Vocational,Q4 2025,Education,achieved,Unemployed,Completed
BEN-007743,Vocational,Q1 2025,Entrepreneurship,active,Unemployed,Completed
BEN-007784,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-007808,Vocational,Q3 2025,Education,achieved,Unemployed,Completed
BEN-007826,Vocational,Q2 2025,Education,achieved,Unemployed,Completed
BEN-007842,Vocational,Q2 2025,Community Impact,active,Employed,Completed
BEN-007875,Vocational,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-007886,Vocational,Q3 2025,Community Impact,achieved,Self-Employed,Completed
BEN-007923,Vocational,Q1 2025,Employment,achieved,Employed,Completed
BEN-007960,Vocational,Q1 2026,Employment,achieved,Employed,Completed
BEN-007972,Vocational,Q4 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-008038,Vocational,Q1 2025,Education,achieved,Unemployed,Completed
BEN-008050,Vocational,Q1 2026,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-008092,Vocational,Q4 2025,Employment,active,Unemployed,Completed
BEN-008104,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-008189,Vocational,Q1 2025,Community Impact,active,Unemployed,Completed
BEN-008207,Vocational,Q1 2026,Employment,achieved,Employed,Completed
BEN-008214,Vocational,Q3 2025,Employment,achieved,Employed,Completed
BEN-008215,Vocational,Q4 2025,Employment,active,Employed,Completed
BEN-008244,Vocational,Q2 2025,Education,active,Unemployed,Completed
BEN-008272,Vocational,Q1 2025,Education,active,Unemployed,Completed
BEN-008290,Vocational,Q1 2025,Education,achieved,Unemployed,Completed
BEN-008298,Vocational,Q2 2025,Education,achieved,In Training,Completed
BEN-008304,Vocational,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008319,Vocational,Q4 2025,Community Impact,achieved,Employed,Completed
BEN-008328,Vocational,Q2 2025,Employment,not_achieved,Unemployed,Completed
BEN-008381,Vocational,Q3 2025,Community Impact,active,Employed,Completed
BEN-008395,Vocational,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008423,Vocational,Q2 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-008428,Vocational,Q1 2026,Community Impact,achieved,Unemployed,Completed
BEN-008434,Vocational,Q4 2025,Education,achieved,Unemployed,Completed
BEN-008452,Vocational,Q2 2025,Entrepreneurship,active,Self-Employed,Completed
BEN-008509,Vocational,Q1 2026,Employment,achieved,Employed,Completed
BEN-008547,Vocational,Q4 2025,Community Impact,not_achieved,Unemployed,Completed
BEN-008552,Vocational,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008564,Vocational,Q3 2025,Employment,achieved,Employed,Completed
BEN-008573,Vocational,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-008584,Vocational,Q1 2025,Employment,achieved,Employed,Completed
BEN-008586,Vocational,Q1 2025,Employment,achieved,Employed,Completed
BEN-008833,Vocational,Q1 2026,Education,active,Employed,Completed
BEN-008874,Vocational,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009016,Vocational,Q4 2025,Education,achieved,Unemployed,Completed
BEN-009019,Vocational,Q4 2025,Employment,not_achieved,Self-Employed,Completed
BEN-009047,Vocational,Q1 2025,Employment,active,Self-Employed,Completed
BEN-009055,Vocational,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009065,Vocational,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-009096,Vocational,Q1 2026,Community Impact,not_achieved,Employed,Completed
BEN-009119,Vocational,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009158,Vocational,Q3 2025,Employment,not_achieved,Employed,Completed
BEN-009191,Vocational,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009198,Vocational,Q4 2025,Community Impact,achieved,Self-Employed,Completed
BEN-009262,Vocational,Q2 2025,Employment,not_achieved,Employed,Completed
BEN-009279,Vocational,Q3 2025,Education,active,Unemployed,Completed
BEN-009345,Vocational,Q1 2025,Employment,achieved,Employed,Completed
BEN-009365,Vocational,Q4 2025,Education,achieved,Unemployed,Completed
BEN-009392,Vocational,Q3 2025,Entrepreneurship,active,Employed,Completed
BEN-009428,Vocational,Q1 2025,Community Impact,achieved,Self-Employed,Completed
BEN-009430,Vocational,Q2 2025,Community Impact,achieved,Employed,Completed
BEN-009483,Vocational,Q2 2025,Employment,active,Unemployed,Completed
BEN-009543,Vocational,Q4 2025,Education,not_achieved,Employed,Completed
BEN-009569,Vocational,Q3 2025,Employment,not_achieved,Unemployed,Completed
BEN-009613,Vocational,Q1 2025,Employment,achieved,Employed,Completed
BEN-009668,Vocational,Q2 2025,Entrepreneurship,not_achieved,Employed,Completed
BEN-009677,Vocational,Q1 2026,Education,achieved,In Training,Completed
BEN-009721,Vocational,Q3 2025,Entrepreneurship,active,Employed,Completed
BEN-009727,Vocational,Q3 2025,Education,active,Unemployed,Completed
BEN-009741,Vocational,Q2 2025,Employment,achieved,Employed,Completed
BEN-009743,Vocational,Q2 2025,Community Impact,active,Self-Employed,Completed
BEN-009749,Vocational,Q4 2025,Education,achieved,In Training,Completed
BEN-009784,Vocational,Q4 2025,Education,active,Unemployed,Completed
BEN-009798,Vocational,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-009818,Vocational,Q1 2025,Employment,achieved,Employed,Completed
BEN-009820,Vocational,Q2 2025,Employment,active,Unemployed,Completed
BEN-009833,Vocational,Q3 2025,Education,active,Unemployed,Completed
BEN-009837,Vocational,Q4 2025,Education,active,Employed,Completed
BEN-009878,Vocational,Q3 2025,Education,achieved,Unemployed,Completed
BEN-009908,Vocational,Q4 2025,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-009916,Vocational,Q3 2025,Education,not_achieved,Unemployed,Completed
BEN-010000,Vocational,Q2 2025,Education,active,Unemployed,Completed
BEN-000002,Tech,Q3 2025,Employment,achieved,Employed,Completed
BEN-000046,Tech,Q2 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000055,Tech,Q3 2025,Employment,active,Employed,Completed
BEN-000060,Tech,Q2 2026,Employment,achieved,Employed,Completed
BEN-000069,Tech,Q1 2026,Entrepreneurship,not_achieved,Unemployed,Completed
BEN-000077,Tech,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000086,Tech,Q1 2026,Education,achieved,In Training,Completed
BEN-000096,Tech,Q3 2025,Education,active,Unemployed,Completed
BEN-000109,Tech,Q2 2025,Entrepreneurship,active,Unemployed,Completed
BEN-000116,Tech,Q4 2025,Employment,active,Employed,Completed
BEN-000128,Tech,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000135,Tech,Q1 2026,Education,achieved,Unemployed,Completed
BEN-000143,Tech,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000147,Tech,Q1 2026,Community Impact,achieved,Self-Employed,Completed
BEN-000153,Tech,Q4 2025,Education,achieved,In Training,Completed
BEN-000154,Tech,Q1 2026,Employment,active,Employed,Completed
BEN-000188,Tech,Q3 2025,Education,active,Self-Employed,Completed
BEN-000196,Tech,Q3 2025,Employment,achieved,Employed,Completed
BEN-000209,Tech,Q2 2026,Employment,achieved,Employed,Completed
BEN-000212,Tech,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000225,Tech,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000248,Tech,Q3 2025,Education,active,Unemployed,Completed
BEN-000271,Tech,Q3 2025,Community Impact,active,Employed,Completed
BEN-000294,Tech,Q3 2025,Education,not_achieved,Unemployed,Completed
BEN-000302,Tech,Q3 2025,Entrepreneurship,active,Unemployed,Completed
BEN-000304,Tech,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-000306,Tech,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000318,Tech,Q1 2026,Employment,achieved,Employed,Completed
BEN-000325,Tech,Q1 2025,Employment,achieved,Employed,Completed
BEN-000326,Tech,Q3 2025,Community Impact,achieved,Employed,Completed
BEN-000344,Tech,Q2 2025,Entrepreneurship,active,Unemployed,Completed
BEN-000362,Tech,Q2 2026,Employment,not_achieved,Unemployed,Completed
BEN-000381,Tech,Q1 2025,Employment,active,Employed,Completed
BEN-000404,Tech,Q1 2026,Employment,achieved,Employed,Completed
BEN-000407,Tech,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000410,Tech,Q2 2026,Employment,achieved,Employed,Completed
BEN-000411,Tech,Q1 2026,Education,achieved,In Training,Completed
BEN-000416,Tech,Q1 2025,Community Impact,achieved,Unemployed,Completed
BEN-000418,Tech,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000439,Tech,Q1 2025,Education,achieved,In Training,Completed
BEN-000454,Tech,Q2 2025,Education,active,Employed,Completed
BEN-000464,Tech,Q2 2026,Education,achieved,In Training,Completed
BEN-000470,Tech,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000481,Tech,Q2 2025,Employment,achieved,Employed,Completed
BEN-000488,Tech,Q1 2025,Employment,achieved,Employed,Completed
BEN-000493,Tech,Q2 2025,Education,achieved,In Training,Completed
BEN-000508,Tech,Q3 2025,Entrepreneurship,not_achieved,Self-Employed,Completed
BEN-000519,Tech,Q1 2025,Education,active,Self-Employed,Completed
BEN-000522,Tech,Q4 2025,Education,achieved,Unemployed,Completed
BEN-000529,Tech,Q1 2025,Employment,achieved,Employed,Completed
BEN-000530,Tech,Q2 2025,Employment,active,Unemployed,Completed
BEN-000536,Tech,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000538,Tech,Q2 2026,Employment,active,Unemployed,Completed
BEN-000543,Tech,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000566,Tech,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000571,Tech,Q2 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000608,Tech,Q1 2026,Employment,achieved,Employed,Completed
BEN-000612,Tech,Q1 2026,Education,active,Unemployed,Completed
BEN-000627,Tech,Q4 2025,Education,active,Self-Employed,Completed
BEN-000636,Tech,Q2 2025,Community Impact,achieved,Self-Employed,Completed
BEN-000646,Tech,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-000651,Tech,Q4 2025,Education,active,Self-Employed,Completed
BEN-000655,Tech,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000659,Tech,Q3 2025,Education,achieved,In Training,Completed
BEN-000665,Tech,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000678,Tech,Q2 2026,Community Impact,achieved,Employed,Completed
BEN-000698,Tech,Q3 2025,Community Impact,active,Self-Employed,Completed
BEN-000721,Tech,Q4 2025,Employment,achieved,Employed,Completed
BEN-000729,Tech,Q1 2025,Employment,achieved,Employed,Completed
BEN-000732,Tech,Q1 2026,Education,achieved,In Training,Completed
BEN-000744,Tech,Q3 2025,Employment,not_achieved,Self-Employed,Completed
BEN-000745,Tech,Q1 2026,Community Impact,achieved,Unemployed,Completed
BEN-000756,Tech,Q4 2025,Education,achieved,In Training,Completed
BEN-000767,Tech,Q1 2026,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000768,Tech,Q1 2026,Entrepreneurship,active,Unemployed,Completed
BEN-000772,Tech,Q3 2025,Education,achieved,In Training,Completed
BEN-000791,Tech,Q3 2025,Education,achieved,In Training,Completed
BEN-000795,Tech,Q1 2025,Entrepreneurship,not_achieved,Self-Employed,Completed
BEN-000804,Tech,Q4 2025,Education,active,Unemployed,Completed
BEN-000822,Tech,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-000829,Tech,Q2 2025,Community Impact,achieved,Unemployed,Completed
BEN-000843,Tech,Q4 2025,Education,active,Self-Employed,Completed
BEN-000847,Tech,Q1 2025,Employment,active,Self-Employed,Completed
BEN-000856,Tech,Q3 2025,Education,not_achieved,Unemployed,Completed
BEN-000902,Tech,Q3 2025,Employment,achieved,Employed,Completed
BEN-000903,Tech,Q4 2025,Education,achieved,Unemployed,Completed
BEN-000908,Tech,Q4 2025,Education,achieved,Unemployed,Completed
BEN-000957,Tech,Q1 2026,Education,achieved,Unemployed,Completed
BEN-001003,Tech,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001015,Tech,Q3 2025,Community Impact,active,Unemployed,Completed
BEN-001020,Tech,Q3 2025,Employment,achieved,Employed,Completed
BEN-001021,Tech,Q4 2025,Education,achieved,In Training,Completed
BEN-001032,Tech,Q1 2025,Education,active,Employed,Completed
BEN-001033,Tech,Q4 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001046,Tech,Q2 2026,Community Impact,achieved,Self-Employed,Completed
BEN-001077,Tech,Q1 2025,Community Impact,not_achieved,Employed,Completed
BEN-001080,Tech,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001086,Tech,Q4 2025,Community Impact,achieved,Unemployed,Completed
BEN-001089,Tech,Q4 2025,Employment,achieved,Employed,Completed
BEN-001090,Tech,Q2 2025,Employment,achieved,Employed,Completed
BEN-001095,Tech,Q1 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001096,Tech,Q3 2025,Entrepreneurship,achieved,Self-Employed,Completed
BEN-001097,Tech,Q3 2025,Education,active,Unemployed,Completed
BEN-001104,Tech,Q1 2026,Community Impact,achieved,Employed,Completed
BEN-001120,Tech,Q1 2026,Education,achieved,Unemployed,Completed
BEN-001135,Tech,Q1 2025,Employment,achieved,Employed,Completed
BEN-001162,Tech,Q4 2025,Employment,achieved,Employed,Completed
BEN-001164,Tech,Q2 2026,Community Impact,achieved,Unemployed,Completed
BEN-001169,Tech,Q4 2025,Employment,achieved,Employed,Completed
