beneficiary_id,program,enrollment_date,reporting_period,status,education_level,academic_year,institution,activity,sessions_attended,sessions_expected,participation_rate,course,training_center,training_provider,certification_status,employment_status,skills_acquired
BEN-007621,Tech,2026-03-01,Q1 2026,completed,,,,,,,,UI/UX Design,,Power Learn Project,,Employed,Design Systems; Prototyping
BEN-007631,Tech,2026-06-16,Q2 2026,completed,,,,,,,,AI & Machine Learning,,Andela,,Unemployed,Computer Vision; NLP; TensorFlow
BEN-007641,Tech,2026-05-20,Q2 2026,active,,,,,,,,Cybersecurity,,Power Learn Project,,Unemployed,Ethical Hacking; Incident Response; Network Security; Risk Assessment
BEN-007644,Tech,2026-05-15,Q2 2026,active,,,,,,,,Digital Marketing,,Gebeya,,Unemployed,Google Ads; SEO; Social Media Marketing
BEN-007657,Tech,2026-03-08,Q1 2026,active,,,,,,,,Mobile App Development,,eMobilis,,Self-Employed,Firebase; Flutter; Kotlin; React Native
BEN-007659,Tech,2026-04-21,Q2 2026,completed,,,,,,,,Cloud Computing,,Moringa School,,Unemployed,Azure; Docker; Kubernetes; Linux Administration
BEN-007670,Tech,2026-07-12,Q3 2026,active,,,,,,,,Web Development,,Moringa School,,Unemployed,JavaScript; Node.js; REST APIs
BEN-007683,Tech,2025-08-23,Q3 2025,completed,,,,,,,,AI & Machine Learning,,Akirachix,,Employed,Computer Vision; Model Deployment; Python; TensorFlow
BEN-007686,Tech,2025-11-24,Q4 2025,completed,,,,,,,,Cloud Computing,,Gebeya,,Employed,AWS; Azure; Docker; Linux Administration
BEN-007688,Tech,2026-09-27,Q3 2026,active,,,,,,,,UI/UX Design,,eMobilis,,Unemployed,Figma; Prototyping; User Research
BEN-007693,Tech,2026-07-11,Q3 2026,active,,,,,,,,Mobile App Development,,Power Learn Project,,Unemployed,Firebase; Kotlin; React Native; Swift
BEN-007695,Tech,2026-08-01,Q3 2026,active,,,,,,,,Web Development,,Power Learn Project,,Unemployed,Node.js; React
BEN-007699,Tech,2026-06-02,Q2 2026,active,,,,,,,,Mobile App Development,,Power Learn Project,,Unemployed,Kotlin; React Native
BEN-007710,Tech,2025-10-13,Q4 2025,dropped_out,,,,,,,,Cloud Computing,,eMobilis,,Unemployed,AWS; Azure; Kubernetes; Linux Administration
BEN-007714,Tech,2026-09-07,Q3 2026,active,,,,,,,,UI/UX Design,,Akirachix,,Unemployed,Figma; User Research
BEN-007719,Tech,2025-12-12,Q4 2025,dropped_out,,,,,,,,UI/UX Design,,Power Learn Project,,Unemployed,Design Systems; Figma; User Research; Wireframing
BEN-007728,Tech,2026-04-29,Q2 2026,active,,,,,,,,UI/UX Design,,Power Learn Project,,Unemployed,Design Systems; Prototyping; User Research; Wireframing
BEN-007729,Tech,2026-03-18,Q1 2026,active,,,,,,,,AI & Machine Learning,,Akirachix,,Unemployed,Model Deployment; Python
BEN-007730,Tech,2026-06-07,Q2 2026,completed,,,,,,,,Cloud Computing,,Andela,,Employed,AWS; Azure; Docker; Kubernetes
BEN-007731,Tech,2025-09-22,Q3 2025,dropped_out,,,,,,,,Web Development,,Akirachix,,Unemployed,JavaScript; Node.js
BEN-007737,Tech,2026-07-31,Q3 2026,active,,,,,,,,Web Development,,Andela,,Self-Employed,Git; JavaScript; REST APIs
BEN-007746,Tech,2025-07-09,Q3 2025,completed,,,,,,,,AI & Machine Learning,,Andela,,Self-Employed,Model Deployment; Python
BEN-007749,Tech,2026-04-25,Q2 2026,active,,,,,,,,Cybersecurity,,Moringa School,,Employed,Ethical Hacking; Network Security; Risk Assessment
BEN-007750,Tech,2026-04-09,Q2 2026,dropped_out,,,,,,,,Cloud Computing,,Power Learn Project,,Self-Employed,AWS; Linux Administration
BEN-007763,Tech,2026-06-21,Q2 2026,completed,,,,,,,,AI & Machine Learning,,Andela,,Employed,Model Deployment; Python; TensorFlow
BEN-007764,Tech,2026-09-09,Q3 2026,active,,,,,,,,Digital Marketing,,Moringa School,,Employed,Google Ads; SEO
BEN-007765,Tech,2025-10-10,Q4 2025,completed,,,,,,,,Cloud Computing,,Akirachix,,Internship,Azure; Docker; Kubernetes; Linux Administration
BEN-007771,Tech,2025-02-18,Q1 2025,completed,,,,,,,,UI/UX Design,,Gebeya,,Employed,Figma; Prototyping; User Research; Wireframing
BEN-007786,Tech,2026-04-22,Q2 2026,active,,,,,,,,Web Development,,Power Learn Project,,Unemployed,JavaScript; Node.js
BEN-007787,Tech,2025-09-22,Q3 2025,completed,,,,,,,,UI/UX Design,,Moringa School,,Unemployed,Design Systems; Prototyping; User Research; Wireframing
BEN-007793,Tech,2026-04-06,Q2 2026,active,,,,,,,,Data Science,,Gebeya,,Unemployed,Machine Learning; Pandas; SQL; Statistics
BEN-007802,Tech,2025-04-17,Q2 2025,dropped_out,,,,,,,,Cybersecurity,,Gebeya,,Self-Employed,Ethical Hacking; Incident Response; Network Security
BEN-007809,Tech,2026-09-05,Q3 2026,active,,,,,,,,Mobile App Development,,Akirachix,,Unemployed,Flutter; Kotlin; Swift
BEN-007811,Tech,2026-07-26,Q3 2026,active,,,,,,,,Mobile App Development,,Moringa School,,Self-Employed,Flutter; React Native; Swift
BEN-007813,Tech,2026-06-04,Q2 2026,active,,,,,,,,Mobile App Development,,Andela,,Unemployed,Firebase; Flutter
BEN-007815,Tech,2026-02-13,Q1 2026,active,,,,,,,,UI/UX Design,,Gebeya,,Unemployed,Figma; Prototyping; User Research; Wireframing
BEN-007820,Tech,2026-08-31,Q3 2026,active,,,,,,,,UI/UX Design,,Power Learn Project,,Unemployed,Figma; Prototyping; Wireframing
BEN-007821,Tech,2026-01-06,Q1 2026,completed,,,,,,,,Digital Marketing,,Akirachix,,Unemployed,Content Strategy; SEO; Social Media Marketing
BEN-007822,Tech,2026-04-21,Q2 2026,active,,,,,,,,Cybersecurity,,Power Learn Project,,Unemployed,Ethical Hacking; Incident Response; Network Security; Risk Assessment
BEN-007829,Tech,2026-09-27,Q3 2026,active,,,,,,,,Data Science,,Gebeya,,Unemployed,Machine Learning; Pandas
BEN-007834,Tech,2026-09-08,Q3 2026,active,,,,,,,,Mobile App Development,,Andela,,Unemployed,Flutter; Kotlin; React Native; Swift
BEN-007837,Tech,2025-12-05,Q4 2025,completed,,,,,,,,Cybersecurity,,Akirachix,,Unemployed,Ethical Hacking; Network Security
BEN-007838,Tech,2026-09-15,Q3 2026,active,,,,,,,,Cybersecurity,,Power Learn Project,,Self-Employed,Ethical Hacking; Incident Response; Network Security; Risk Assessment
BEN-007844,Tech,2025-04-16,Q2 2025,completed,,,,,,,,AI & Machine Learning,,Akirachix,,Self-Employed,NLP; Python; TensorFlow
BEN-007854,Tech,2026-06-17,Q2 2026,active,,,,,,,,Web Development,,Moringa School,,Self-Employed,HTML/CSS; JavaScript; Node.js; REST APIs
BEN-007857,Tech,2026-01-24,Q1 2026,dropped_out,,,,,,,,Digital Marketing,,Andela,,Employed,Content Strategy; Google Ads; SEO; Social Media Marketing
BEN-007866,Tech,2025-07-04,Q3 2025,dropped_out,,,,,,,,Data Science,,Andela,,Unemployed,SQL; Statistics
BEN-007871,Tech,2026-01-12,Q1 2026,completed,,,,,,,,Web Development,,eMobilis,,Self-Employed,JavaScript; Node.js
BEN-007873,Tech,2025-05-14,Q2 2025,dropped_out,,,,,,,,Cloud Computing,,Power Learn Project,,Self-Employed,Azure; Docker; Kubernetes; Linux Administration
BEN-007876,Tech,2026-06-29,Q2 2026,active,,,,,,,,UI/UX Design,,Akirachix,,Unemployed,Figma; User Research; Wireframing
BEN-007883,Tech,2026-02-20,Q1 2026,completed,,,,,,,,Mobile App Development,,eMobilis,,Unemployed,Kotlin; React Native; Swift
BEN-007888,Tech,2025-10-21,Q4 2025,completed,,,,,,,,AI & Machine Learning,,Gebeya,,Employed,Model Deployment; NLP; Python; TensorFlow
BEN-007889,Tech,2026-02-23,Q1 2026,active,,,,,,,,Web Development,,Gebeya,,Unemployed,Git; REST APIs
BEN-007893,Tech,2026-07-20,Q3 2026,active,,,,,,,,AI & Machine Learning,,Gebeya,,Self-Employed,Model Deployment; NLP; TensorFlow
BEN-007897,Tech,2026-06-11,Q2 2026,active,,,,,,,,Data Science,,Power Learn Project,,Unemployed,Data Visualization; Machine Learning; Python; SQL
BEN-007899,Tech,2025-10-29,Q4 2025,completed,,,,,,,,Cloud Computing,,Gebeya,,Self-Employed,AWS; Azure; Docker; Kubernetes
BEN-007905,Tech,2026-07-06,Q3 2026,active,,,,,,,,Cloud Computing,,Gebeya,,Employed,Azure; Docker; Kubernetes; Linux Administration
BEN-007907,Tech,2026-03-07,Q1 2026,completed,,,,,,,,Cybersecurity,,Andela,,Self-Employed,Ethical Hacking; Incident Response; Network Security; Risk Assessment
BEN-007908,Tech,2026-05-05,Q2 2026,active,,,,,,,,Data Science,,Akirachix,,Employed,Pandas; SQL; Statistics
BEN-007910,Tech,2026-02-16,Q1 2026,active,,,,,,,,Cybersecurity,,Power Learn Project,,Employed,Ethical Hacking; Incident Response
BEN-007912,Tech,2026-05-18,Q2 2026,active,,,,,,,,Data Science,,Andela,,Unemployed,Data Visualization; Machine Learning; Pandas; SQL
BEN-007913,Tech,2026-07-13,Q3 2026,active,,,,,,,,Mobile App Development,,Moringa School,,Unemployed,Kotlin; React Native
BEN-007919,Tech,2026-07-12,Q3 2026,active,,,,,,,,Cybersecurity,,Moringa School,,Self-Employed,Ethical Hacking; Network Security
BEN-007921,Tech,2026-08-17,Q3 2026,active,,,,,,,,Data Science,,Gebeya,,Self-Employed,Data Visualization; Machine Learning; Pandas; Statistics
BEN-007926,Tech,2026-04-29,Q2 2026,active,,,,,,,,Web Development,,Andela,,Unemployed,HTML/CSS; JavaScript; React
BEN-007927,Tech,2026-08-03,Q3 2026,active,,,,,,,,AI & Machine Learning,,eMobilis,,Employed,Model Deployment; NLP; Python; TensorFlow
BEN-007928,Tech,2026-01-11,Q1 2026,completed,,,,,,,,Data Science,,Power Learn Project,,Self-Employed,Machine Learning; Pandas; Python; SQL
BEN-007931,Tech,2026-09-11,Q3 2026,active,,,,,,,,Cybersecurity,,Andela,,Unemployed,Incident Response; Network Security
BEN-007933,Tech,2025-06-12,Q2 2025,completed,,,,,,,,Data Science,,Akirachix,,Employed,Data Visualization; Machine Learning; Python; SQL
BEN-007935,Tech,2026-04-20,Q2 2026,active,,,,,,,,UI/UX Design,,Moringa School,,Employed,Figma; Prototyping; User Research; Wireframing
BEN-007950,Tech,2025-03-04,Q1 2025,completed,,,,,,,,AI & Machine Learning,,Moringa School,,Self-Employed,Computer Vision; Model Deployment; NLP; Python
BEN-007960,Tech,2026-04-29,Q2 2026,active,,,,,,,,Mobile App Development,,Akirachix,,Unemployed,Firebase; Flutter; Kotlin; React Native
BEN-007962,Tech,2026-09-18,Q3 2026,active,,,,,,,,UI/UX Design,,Moringa School,,Unemployed,Prototyping; Wireframing
BEN-007963,Tech,2025-04-16,Q2 2025,completed,,,,,,,,Data Science,,Power Learn Project,,Unemployed,SQL; Statistics
BEN-007964,Tech,2026-01-17,Q1 2026,completed,,,,,,,,Digital Marketing,,Gebeya,,Employed,Analytics; Google Ads; SEO; Social Media Marketing
BEN-007972,Tech,2025-06-20,Q2 2025,completed,,,,,,,,Data Science,,Power Learn Project,,Employed,Machine Learning; Pandas; Python
BEN-007979,Tech,2026-05-05,Q2 2026,completed,,,,,,,,Web Development,,Akirachix,,Unemployed,Git; REST APIs; React
BEN-007987,Tech,2026-07-29,Q3 2026,active,,,,,,,,Cloud Computing,,Gebeya,,Employed,AWS; Azure; Kubernetes; Linux Administration
BEN-007990,Tech,2025-06-17,Q2 2025,completed,,,,,,,,AI & Machine Learning,,Akirachix,,Unemployed,Computer Vision; Model Deployment; Python; TensorFlow
BEN-007991,Tech,2025-05-24,Q2 2025,completed,,,,,,,,Data Science,,Moringa School,,Self-Employed,Pandas; SQL
BEN-007997,Tech,2026-02-27,Q1 2026,active,,,,,,,,Digital Marketing,,Power Learn Project,,Unemployed,Google Ads; Social Media Marketing
BEN-007999,Tech,2026-09-14,Q3 2026,active,,,,,,,,UI/UX Design,,Moringa School,,Unemployed,Design Systems; Prototyping
BEN-008001,Tech,2025-07-07,Q3 2025,dropped_out,,,,,,,,UI/UX Design,,Power Learn Project,,Unemployed,Design Systems; Figma; Wireframing
BEN-008003,Tech,2026-01-13,Q1 2026,completed,,,,,,,,Cybersecurity,,Andela,,Employed,Network Security; Risk Assessment
BEN-008010,Tech,2026-05-12,Q2 2026,active,,,,,,,,Data Science,,Andela,,Unemployed,Data Visualization; Machine Learning; Python; Statistics
BEN-008011,Tech,2025-04-26,Q2 2025,completed,,,,,,,,UI/UX Design,,Akirachix,,Employed,Design Systems; Figma; Prototyping; Wireframing
BEN-008012,Tech,2026-06-15,Q2 2026,active,,,,,,,,UI/UX Design,,Moringa School,,Self-Employed,Design Systems; Figma; Wireframing
BEN-008015,Tech,2025-12-23,Q4 2025,completed,,,,,,,,Cybersecurity,,Akirachix,,Employed,Network Security; Risk Assessment
BEN-008026,Tech,2026-02-07,Q1 2026,completed,,,,,,,,Cloud Computing,,Gebeya,,Unemployed,AWS; Azure; Docker; Kubernetes
BEN-008035,Tech,2025-10-29,Q4 2025,completed,,,,,,,,UI/UX Design,,Andela,,Employed,User Research; Wireframing
BEN-008037,Tech,2026-08-27,Q3 2026,active,,,,,,,,Digital Marketing,,Moringa School,,Unemployed,Google Ads; SEO
BEN-008048,Tech,2026-03-13,Q1 2026,completed,,,,,,,,AI & Machine Learning,,Moringa School,,Internship,Computer Vision; Model Deployment
BEN-008050,Tech,2026-07-12,Q3 2026,active,,,,,,,,Web Development,,Andela,,Self-Employed,HTML/CSS; REST APIs
BEN-008052,Tech,2026-01-27,Q1 2026,completed,,,,,,,,Web Development,,Moringa School,,Employed,Git; HTML/CSS; JavaScript; Node.js
BEN-008060,Tech,2025-12-19,Q4 2025,dropped_out,,,,,,,,UI/UX Design,,Andela,,Unemployed,Figma; Prototyping; User Research; Wireframing
BEN-008072,Tech,2025-06-28,Q2 2025,completed,,,,,,,,UI/UX Design,,Moringa School,,Employed,Design Systems; Figma; Prototyping; Wireframing
BEN-008079,Tech,2025-11-13,Q4 2025,completed,,,,,,,,UI/UX Design,,Power Learn Project,,Employed,Design Systems; Figma
BEN-008096,Tech,2026-03-07,Q1 2026,completed,,,,,,,,Data Science,,Gebeya,,Self-Employed,Machine Learning; SQL; Statistics
BEN-008099,Tech,2026-03-26,Q1 2026,completed,,,,,,,,Data Science,,Moringa School,,Self-Employed,Machine Learning; Python
BEN-008103,Tech,2025-06-19,Q2 2025,completed,,,,,,,,Cybersecurity,,Andela,,Employed,Ethical Hacking; Network Security; Risk Assessment
BEN-008106,Tech,2026-07-22,Q3 2026,active,,,,,,,,Cybersecurity,,Moringa School,,Unemployed,Ethical Hacking; Network Security; Risk Assessment
BEN-008111,Tech,2025-11-15,Q4 2025,completed,,,,,,,,Cybersecurity,,Power Learn Project,,Unemployed,Network Security; Risk Assessment
BEN-008116,Tech,2026-03-17,Q1 2026,dropped_out,,,,,,,,Cybersecurity,,Andela,,Employed,Ethical Hacking; Incident Response; Network Security; Risk Assessment
BEN-008122,Tech,2026-02-12,Q1 2026,completed,,,,,,,,Web Development,,Akirachix,,Employed,HTML/CSS; Node.js
BEN-008126,Tech,2026-03-07,Q1 2026,completed,,,,,,,,Web Development,,Akirachix,,Employed,Git; HTML/CSS; Node.js; REST APIs
BEN-008127,Tech,2025-02-27,Q1 2025,completed,,,,,,,,UI/UX Design,,Moringa School,,Internship,Design Systems; Prototyping; Wireframing
BEN-008129,Tech,2026-04-27,Q2 2026,active,,,,,,,,Mobile App Development,,Andela,,Employed,Firebase; Kotlin; Swift
BEN-008135,Tech,2026-09-23,Q3 2026,active,,,,,,,,Cloud Computing,,Akirachix,,Self-Employed,AWS; Azure; Kubernetes; Linux Administration
BEN-008137,Tech,2026-05-06,Q2 2026,active,,,,,,,,Web Development,,Gebeya,,Unemployed,Git; HTML/CSS; Node.js; REST APIs
BEN-008145,Tech,2025-09-16,Q3 2025,completed,,,,,,,,Cybersecurity,,Power Learn Project,,Employed,Incident Response; Network Security
BEN-008150,Tech,2026-08-31,Q3 2026,active,,,,,,,,Web Development,,Gebeya,,Self-Employed,JavaScript; Node.js
BEN-008155,Tech,2026-06-01,Q2 2026,active,,,,,,,,Digital Marketing,,eMobilis,,Unemployed,Analytics; Content Strategy; Google Ads
BEN-008157,Tech,2026-08-06,Q3 2026,active,,,,,,,,Cloud Computing,,Gebeya,,Self-Employed,Docker; Kubernetes
BEN-008163,Tech,2026-07-05,Q3 2026,active,,,,,,,,Web Development,,Gebeya,,Unemployed,JavaScript; Node.js
BEN-008170,Tech,2026-06-21,Q2 2026,active,,,,,,,,Data Science,,eMobilis,,Unemployed,Python; SQL
BEN-008176,Tech,2026-04-28,Q2 2026,active,,,,,,,,Web Development,,Power Learn Project,,Unemployed,Git; JavaScript; React
BEN-008181,Tech,2026-01-29,Q1 2026,active,,,,,,,,UI/UX Design,,Power Learn Project,,Self-Employed,Design Systems; Prototyping; User Research; Wireframing
BEN-008183,Tech,2025-07-31,Q3 2025,completed,,,,,,,,UI/UX Design,,Gebeya,,Employed,Design Systems; User Research; Wireframing
BEN-008189,Tech,2025-10-16,Q4 2025,dropped_out,,,,,,,,AI & Machine Learning,,Akirachix,,Unemployed,Model Deployment; NLP; TensorFlow
BEN-008197,Tech,2026-07-26,Q3 2026,active,,,,,,,,UI/UX Design,,Moringa School,,Unemployed,Design Systems; Figma; User Research; Wireframing
BEN-008203,Tech,2025-12-28,Q4 2025,dropped_out,,,,,,,,Mobile App Development,,Andela,,Unemployed,Firebase; Kotlin; React Native
BEN-008206,Tech,2026-05-08,Q2 2026,active,,,,,,,,Data Science,,Gebeya,,Unemployed,Data Visualization; Machine Learning; Python
BEN-008217,Tech,2026-08-16,Q3 2026,active,,,,,,,,UI/UX Design,,Akirachix,,Employed,Figma; Prototyping; User Research
BEN-008218,Tech,2026-05-01,Q2 2026,active,,,,,,,,Digital Marketing,,Andela,,Employed,Google Ads; Social Media Marketing
BEN-008225,Tech,2025-12-03,Q4 2025,dropped_out,,,,,,,,Web Development,,Gebeya,,Unemployed,JavaScript; REST APIs
BEN-008230,Tech,2025-10-13,Q4 2025,completed,,,,,,,,Data Science,,Andela,,Self-Employed,Pandas; SQL
BEN-008233,Tech,2025-07-29,Q3 2025,completed,,,,,,,,UI/UX Design,,Gebeya,,Internship,Design Systems; Wireframing
BEN-008242,Tech,2025-07-01,Q3 2025,dropped_out,,,,,,,,UI/UX Design,,Moringa School,,Self-Employed,Design Systems; Figma; User Research
BEN-008247,Tech,2026-06-01,Q2 2026,completed,,,,,,,,UI/UX Design,,Moringa School,,Unemployed,Design Systems; User Research; Wireframing
BEN-008251,Tech,2025-11-24,Q4 2025,completed,,,,,,,,Mobile App Development,,Gebeya,,Unemployed,Firebase; Flutter
BEN-008252,Tech,2026-01-30,Q1 2026,completed,,,,,,,,Mobile App Development,,Andela,,Self-Employed,Firebase; Kotlin; React Native
BEN-008267,Tech,2026-06-23,Q2 2026,dropped_out,,,,,,,,Cybersecurity,,Moringa School,,Unemployed,Ethical Hacking; Incident Response; Network Security; Risk Assessment
BEN-008268,Tech,2025-12-13,Q4 2025,completed,,,,,,,,Digital Marketing,,Andela,,Self-Employed,Content Strategy; Google Ads
BEN-008276,Tech,2026-03-29,Q1 2026,completed,,,,,,,,Data Science,,Power Learn Project,,Unemployed,Data Visualization; Machine Learning; Python; Statistics
BEN-008279,Tech,2025-07-07,Q3 2025,completed,,,,,,,,Mobile App Development,,Moringa School,,Unemployed,Firebase; Flutter; Kotlin; React Native
BEN-008285,Tech,2025-11-11,Q4 2025,completed,,,,,,,,Web Development,,Akirachix,,Employed,Git; JavaScript; React
BEN-008289,Tech,2025-04-01,Q2 2025,completed,,,,,,,,Cloud Computing,,Andela,,Employed,Docker; Kubernetes
BEN-008290,Tech,2026-09-06,Q3 2026,active,,,,,,,,Cybersecurity,,Power Learn Project,,Unemployed,Ethical Hacking; Network Security; Risk Assessment
BEN-008291,Tech,2025-08-20,Q3 2025,completed,,,,,,,,Digital Marketing,,Akirachix,,Employed,Analytics; Content Strategy; Social Media Marketing
BEN-008292,Tech,2026-01-25,Q1 2026,completed,,,,,,,,Web Development,,Gebeya,,Internship,Git; HTML/CSS; JavaScript
BEN-008304,Tech,2026-03-19,Q1 2026,completed,,,,,,,,Cybersecurity,,Gebeya,,Unemployed,Incident Response; Network Security
BEN-008307,Tech,2025-08-06,Q3 2025,completed,,,,,,,,Web Development,,Akirachix,,Internship,HTML/CSS; JavaScript
BEN-008308,Tech,2026-05-05,Q2 2026,active,,,,,,,,Data Science,,Power Learn Project,,Unemployed,Machine Learning; SQL; Statistics
BEN-008311,Tech,2026-09-27,Q3 2026,active,,,,,,,,Web Development,,eMobilis,,Unemployed,JavaScript; REST APIs
BEN-008313,Tech,2025-08-16,Q3 2025,completed,,,,,,,,Web Development,,Akirachix,,Unemployed,HTML/CSS; Node.js; REST APIs
BEN-008315,Tech,2026-03-18,Q1 2026,completed,,,,,,,,Data Science,,Power Learn Project,,Self-Employed,Data Visualization; SQL; Statistics
BEN-008325,Tech,2025-01-20,Q1 2025,completed,,,,,,,,Digital Marketing,,Moringa School,,Unemployed,Content Strategy; Google Ads; SEO
BEN-008332,Tech,2026-05-22,Q2 2026,active,,,,,,,,Cybersecurity,,Moringa School,,Unemployed,Network Security; Risk Assessment
BEN-008340,Tech,2026-06-15,Q2 2026,active,,,,,,,,Mobile App Development,,Gebeya,,Employed,Firebase; React Native
BEN-008362,Tech,2025-09-09,Q3 2025,dropped_out,,,,,,,,Digital Marketing,,Akirachix,,Unemployed,Analytics; Content Strategy; Google Ads; Social Media Marketing
BEN-008364,Tech,2025-11-23,Q4 2025,completed,,,,,,,,Mobile App Development,,Akirachix,,Self-Employed,Flutter; Kotlin; Swift
BEN-008366,Tech,2025-11-14,Q4 2025,completed,,,,,,,,Cloud Computing,,Moringa School,,Employed,Azure; Kubernetes
BEN-008368,Tech,2026-07-20,Q3 2026,active,,,,,,,,Mobile App Development,,Power Learn Project,,Unemployed,Firebase; Flutter; Swift
BEN-008371,Tech,2025-10-30,Q4 2025,completed,,,,,,,,Cloud Computing,,eMobilis,,Employed,Azure; Docker; Kubernetes; Linux Administration
BEN-008374,Tech,2026-07-14,Q3 2026,active,,,,,,,,Data Science,,Akirachix,,Self-Employed,Machine Learning; SQL; Statistics
BEN-008377,Tech,2025-11-05,Q4 2025,completed,,,,,,,,AI & Machine Learning,,eMobilis,,Employed,NLP; Python; TensorFlow
BEN-008386,Tech,2025-09-25,Q3 2025,completed,,,,,,,,Cloud Computing,,Gebeya,,Unemployed,AWS; Azure; Kubernetes
BEN-008390,Tech,2025-11-27,Q4 2025,dropped_out,,,,,,,,Cloud Computing,,eMobilis,,Employed,AWS; Docker
BEN-008395,Tech,2025-08-22,Q3 2025,completed,,,,,,,,Cybersecurity,,Power Learn Project,,Employed,Incident Response; Network Security; Risk Assessment
BEN-008397,Tech,2026-06-16,Q2 2026,active,,,,,,,,Cybersecurity,,eMobilis,,Self-Employed,Ethical Hacking; Incident Response; Network Security; Risk Assessment
BEN-008399,Tech,2025-06-26,Q2 2025,completed,,,,,,,,Mobile App Development,,Andela,,Employed,Firebase; Kotlin; React Native
BEN-008406,Tech,2026-08-04,Q3 2026,active,,,,,,,,Web Development,,Andela,,Self-Employed,HTML/CSS; JavaScript; Node.js
BEN-008407,Tech,2025-04-17,Q2 2025,completed,,,,,,,,AI & Machine Learning,,Power Learn Project,,Internship,Computer Vision; Model Deployment; NLP; TensorFlow
BEN-008411,Tech,2025-10-08,Q4 2025,completed,,,,,,,,Digital Marketing,,eMobilis,,Self-Employed,Content Strategy; Google Ads
BEN-008414,Tech,2026-03-06,Q1 2026,completed,,,,,,,,UI/UX Design,,Andela,,Internship,Design Systems; Figma; User Research; Wireframing
BEN-008415,Tech,2025-05-19,Q2 2025,completed,,,,,,,,UI/UX Design,,Moringa School,,Employed,Design Systems; Figma; User Research
BEN-008419,Tech,2026-07-13,Q3 2026,active,,,,,,,,Cloud Computing,,Andela,,Employed,Docker; Kubernetes; Linux Administration
BEN-008420,Tech,2026-01-23,Q1 2026,completed,,,,,,,,Cloud Computing,,Andela,,Unemployed,Docker; Kubernetes
BEN-008433,Tech,2026-01-28,Q1 2026,completed,,,,,,,,UI/UX Design,,Gebeya,,Employed,Design Systems; Figma; User Research; Wireframing
BEN-008434,Tech,2026-07-10,Q3 2026,active,,,,,,,,AI & Machine Learning,,Power Learn Project,,Self-Employed,Computer Vision; Model Deployment; NLP; TensorFlow
BEN-008436,Tech,2025-03-29,Q1 2025,completed,,,,,,,,UI/UX Design,,Moringa School,,Unemployed,Prototyping; User Research; Wireframing
BEN-008442,Tech,2025-07-13,Q3 2025,completed,,,,,,,,Digital Marketing,,Gebeya,,Employed,Analytics; Google Ads; SEO; Social Media Marketing
BEN-008444,Tech,2026-04-19,Q2 2026,active,,,,,,,,Digital Marketing,,Moringa School,,Self-Employed,SEO; Social Media Marketing
BEN-008446,Tech,2026-02-13,Q1 2026,completed,,,,,,,,Cybersecurity,,Gebeya,,Internship,Ethical Hacking; Network Security; Risk Assessment
BEN-008454,Tech,2026-09-05,Q3 2026,active,,,,,,,,AI & Machine Learning,,Power Learn Project,,Unemployed,Computer Vision; NLP
BEN-008456,Tech,2025-11-24,Q4 2025,dropped_out,,,,,,,,AI & Machine Learning,,eMobilis,,Unemployed,NLP; Python
BEN-008462,Tech,2025-08-09,Q3 2025,completed,,,,,,,,UI/UX Design,,Akirachix,,Unemployed,Prototyping; User Research; Wireframing
BEN-008464,Tech,2025-12-29,Q4 2025,dropped_out,,,,,,,,Mobile App Development,,Akirachix,,Unemployed,Firebase; Flutter; Swift
BEN-008466,Tech,2026-04-13,Q2 2026,active,,,,,,,,Data Science,,Moringa School,,Unemployed,Data Visualization; Python
BEN-008468,Tech,2026-06-20,Q2 2026,completed,,,,,,,,Mobile App Development,,Moringa School,,Self-Employed,Firebase; Flutter; Kotlin; React Native
BEN-008472,Tech,2026-04-30,Q2 2026,active,,,,,,,,Digital Marketing,,Moringa School,,Employed,Content Strategy; Google Ads; SEO; Social Media Marketing
BEN-008479,Tech,2026-06-28,Q2 2026,completed,,,,,,,,Cybersecurity,,Akirachix,,Employed,Ethical Hacking; Network Security
BEN-008480,Tech,2025-04-11,Q2 2025,completed,,,,,,,,Web Development,,Akirachix,,Self-Employed,Git; Node.js; REST APIs
BEN-008491,Tech,2025-06-26,Q2 2025,completed,,,,,,,,Web Development,,Andela,,Employed,Git; JavaScript; Node.js; REST APIs
BEN-008496,Tech,2026-07-18,Q3 2026,active,,,,,,,,Data Science,,Moringa School,,Employed,Data Visualization; Python
BEN-008498,Tech,2026-02-18,Q1 2026,completed,,,,,,,,Web Development,,Akirachix,,Internship,Git; HTML/CSS
BEN-008500,Tech,2025-10-10,Q4 2025,completed,,,,,,,,Web Development,,Gebeya,,Self-Employed,REST APIs; React
BEN-008502,Tech,2025-03-22,Q1 2025,completed,,,,,,,,Mobile App Development,,Power Learn Project,,Self-Employed,Flutter; React Native
BEN-008505,Tech,2026-06-04,Q2 2026,active,,,,,,,,Digital Marketing,,Gebeya,,Unemployed,Analytics; Google Ads; SEO
BEN-008515,Tech,2025-09-17,Q3 2025,dropped_out,,,,,,,,Cybersecurity,,Gebeya,,Self-Employed,Ethical Hacking; Incident Response; Network Security
BEN-008518,Tech,2026-02-26,Q1 2026,completed,,,,,,,,UI/UX Design,,Andela,,Self-Employed,User Research; Wireframing
BEN-008523,Tech,2025-02-23,Q1 2025,completed,,,,,,,,Digital Marketing,,Gebeya,,Employed,Analytics; Google Ads; SEO; Social Media Marketing
